date,sku,sales,is_promo,discount,price,day_of_week,month,year,day_of_month,is_weekend,is_holiday,lag_1,lag_7,lag_14,lag_28,rolling_mean_7,rolling_mean_14,rolling_std_7,days_since_promo,promo_freq_28
2024-02-18,SKU002,122,0,0,100.0,6,2,2024,18,1,0,100.0,72.0,108.0,138.0,73.42857142857143,86.07142857142857,16.246611368293657,5,0.21428571428571427
2024-02-19,SKU002,66,0,0,100.0,0,2,2024,19,0,0,122.0,68.0,62.0,123.0,80.57142857142857,87.07142857142857,24.43942950000477,6,0.21428571428571427
2024-02-20,SKU002,87,0,0,100.0,1,2,2024,20,0,0,66.0,54.0,76.0,127.0,80.28571428571429,87.35714285714286,24.621902754216304,7,0.21428571428571427
2024-02-21,SKU002,55,0,0,100.0,2,2,2024,21,0,0,87.0,64.0,80.0,63.0,85.0,88.14285714285714,21.740898478826875,8,0.21428571428571427
2024-02-22,SKU002,152,1,25,75.0,3,2,2024,22,0,0,55.0,65.0,143.0,109.0,83.71428571428571,86.35714285714286,23.393120681903152,8,0.21428571428571427
2024-02-23,SKU002,86,1,10,90.0,4,2,2024,23,0,0,152.0,91.0,108.0,103.0,96.14285714285714,87.0,32.95162399350776,8,0.21428571428571427
2024-02-24,SKU002,140,1,15,85.0,5,2,2024,24,1,0,86.0,100.0,114.0,157.0,95.42857142857143,85.42857142857143,33.13536450610394,8,0.21428571428571427
2024-02-25,SKU002,81,0,0,100.0,6,2,2024,25,1,0,140.0,122.0,72.0,131.0,101.14285714285714,87.28571428571429,37.248841464885636,9,0.21428571428571427
2024-02-26,SKU002,55,0,0,100.0,0,2,2024,26,0,0,81.0,66.0,68.0,86.0,95.28571428571429,87.92857142857143,36.64111663925406,10,0.21428571428571427
2024-02-27,SKU002,59,0,0,100.0,1,2,2024,27,0,0,55.0,87.0,54.0,108.0,93.71428571428571,87.0,38.30454405469522,11,0.21428571428571427
2024-02-28,SKU002,63,0,0,100.0,2,2,2024,28,0,0,59.0,55.0,64.0,106.0,89.71428571428571,87.35714285714286,40.5204240094394,12,0.21428571428571427
2024-02-29,SKU002,85,0,0,100.0,3,2,2024,29,0,0,63.0,152.0,65.0,65.0,90.85714285714286,87.28571428571429,39.4775403296125,13,0.21428571428571427
2024-03-01,SKU002,55,0,0,100.0,4,3,2024,1,0,0,85.0,86.0,91.0,67.0,81.28571428571429,88.71428571428571,28.883180144126875,0,0.21428571428571427
2024-03-02,SKU002,105,0,0,100.0,5,3,2024,2,1,0,55.0,140.0,100.0,56.0,76.85714285714286,86.14285714285714,30.377780100091464,1,0.21428571428571427
2024-03-03,SKU002,105,0,0,100.0,6,3,2024,3,1,0,105.0,81.0,122.0,108.0,71.85714285714286,86.5,19.00375902664642,2,0.21428571428571427
2024-03-04,SKU002,65,0,0,100.0,0,3,2024,4,0,0,105.0,55.0,66.0,62.0,75.28571428571429,85.28571428571429,22.728207772972713,3,0.21428571428571427
2024-03-05,SKU002,90,0,0,100.0,1,3,2024,5,0,0,65.0,59.0,87.0,76.0,76.71428571428571,85.21428571428571,21.52296669230532,4,0.21428571428571427
2024-03-06,SKU002,56,0,0,100.0,2,3,2024,6,0,0,90.0,63.0,55.0,80.0,81.14285714285714,85.42857142857143,20.43223410389035,5,0.21428571428571427
2024-03-07,SKU002,117,1,20,80.0,3,3,2024,7,0,0,56.0,85.0,152.0,143.0,80.14285714285714,85.5,21.60577524203918,5,0.21428571428571427
2024-03-08,SKU002,99,1,25,75.0,4,3,2024,8,0,1,117.0,55.0,86.0,108.0,84.71428571428571,83.0,25.7857472628728,5,0.21428571428571427
2024-03-09,SKU002,136,1,25,75.0,5,3,2024,9,1,0,99.0,105.0,140.0,114.0,91.0,83.92857142857143,22.487033300697043,5,0.21428571428571427
2024-03-10,SKU002,68,0,0,100.0,6,3,2024,10,1,0,136.0,105.0,81.0,72.0,95.42857142857143,83.64285714285714,28.064551441614725,6,0.21428571428571427
2024-03-11,SKU002,75,0,0,100.0,0,3,2024,11,0,0,68.0,65.0,55.0,68.0,90.14285714285714,82.71428571428571,29.413310883728276,7,0.21428571428571427
2024-03-12,SKU002,63,0,0,100.0,1,3,2024,12,0,0,75.0,90.0,59.0,54.0,91.57142857142857,84.14285714285714,28.206719901807773,8,0.21428571428571427
2024-03-13,SKU002,79,0,0,100.0,2,3,2024,13,0,0,63.0,56.0,63.0,64.0,87.71428571428571,84.42857142857143,30.230857776529472,9,0.21428571428571427
2024-03-14,SKU002,87,0,0,100.0,3,3,2024,14,0,0,79.0,117.0,85.0,65.0,91.0,85.57142857142857,27.319101986216975,10,0.21428571428571427
2024-03-15,SKU002,88,0,0,100.0,4,3,2024,15,0,0,87.0,99.0,55.0,91.0,86.71428571428571,85.71428571428571,24.797273275599323,11,0.21428571428571427
2024-03-16,SKU002,72,0,0,100.0,5,3,2024,16,1,0,88.0,136.0,105.0,100.0,85.14285714285714,88.07142857142857,24.231030872475223,12,0.21428571428571427
2024-03-17,SKU002,119,0,0,100.0,6,3,2024,17,1,0,72.0,68.0,105.0,122.0,76.0,85.71428571428571,9.345230512583552,13,0.21428571428571427
2024-03-18,SKU002,67,0,0,100.0,0,3,2024,18,0,0,119.0,75.0,65.0,66.0,83.28571428571429,86.71428571428571,17.96955096558486,0,0.21428571428571427
2024-03-19,SKU002,62,0,0,100.0,1,3,2024,19,0,0,67.0,63.0,90.0,87.0,82.14285714285714,86.85714285714286,18.81868372503367,1,0.21428571428571427
2024-03-20,SKU002,66,0,0,100.0,2,3,2024,20,0,0,62.0,79.0,56.0,55.0,82.0,84.85714285714286,18.99122604432522,2,0.21428571428571427
2024-03-21,SKU002,96,1,10,90.0,3,3,2024,21,0,0,66.0,87.0,117.0,152.0,80.14285714285714,85.57142857142857,19.945162917597678,2,0.21428571428571427
2024-03-22,SKU002,87,1,10,90.0,4,3,2024,22,0,0,96.0,88.0,99.0,86.0,81.42857142857143,84.07142857142857,20.735293124341666,2,0.21428571428571427
2024-03-23,SKU002,142,1,25,75.0,5,3,2024,23,1,0,87.0,72.0,136.0,140.0,81.28571428571429,83.21428571428571,20.685858983971436,2,0.21428571428571427
2024-03-24,SKU002,66,0,0,100.0,6,3,2024,24,1,0,142.0,119.0,68.0,81.0,91.28571428571429,83.64285714285714,30.186720511477983,3,0.21428571428571427
2024-03-25,SKU002,91,0,0,100.0,0,3,2024,25,0,0,66.0,67.0,75.0,55.0,83.71428571428571,83.5,28.686316631884825,4,0.21428571428571427
2024-03-26,SKU002,84,0,0,100.0,1,3,2024,26,0,0,91.0,62.0,63.0,59.0,87.14285714285714,84.64285714285714,27.775460220780875,5,0.21428571428571427
2024-03-27,SKU002,85,0,0,100.0,2,3,2024,27,0,0,84.0,66.0,79.0,63.0,90.28571428571429,86.14285714285714,25.617144556684796,6,0.21428571428571427
2024-03-28,SKU002,83,0,0,100.0,3,3,2024,28,0,0,85.0,96.0,87.0,85.0,93.0,86.57142857142857,23.537204591879437,7,0.21428571428571427
2024-03-29,SKU002,54,0,0,100.0,4,3,2024,29,0,0,83.0,87.0,88.0,55.0,91.14285714285714,86.28571428571429,23.77273348066746,8,0.21428571428571427
2024-03-30,SKU002,98,0,0,100.0,5,3,2024,30,1,0,54.0,142.0,72.0,105.0,86.42857142857143,83.85714285714286,27.6818661633515,9,0.21428571428571427
2024-03-31,SKU002,106,0,0,100.0,6,3,2024,31,1,0,98.0,66.0,119.0,105.0,80.14285714285714,85.71428571428571,15.093360255738748,10,0.21428571428571427
2024-04-01,SKU002,88,0,0,100.0,0,4,2024,1,0,0,106.0,91.0,67.0,65.0,85.85714285714286,84.78571428571429,16.364886917101323,11,0.21428571428571427
2024-04-02,SKU002,81,0,0,100.0,1,4,2024,2,0,0,88.0,84.0,62.0,90.0,85.42857142857143,86.28571428571429,16.24661136829373,12,0.21428571428571427
2024-04-03,SKU002,91,0,0,100.0,2,4,2024,3,0,0,81.0,85.0,66.0,56.0,85.0,87.64285714285714,16.329931618554223,13,0.21428571428571427
2024-04-04,SKU002,85,1,20,80.0,3,4,2024,4,0,0,91.0,83.0,96.0,117.0,85.85714285714286,89.42857142857143,16.486646833407757,13,0.21428571428571427
2024-04-05,SKU002,97,1,10,90.0,4,4,2024,5,0,0,85.0,54.0,87.0,99.0,86.14285714285714,88.64285714285714,16.446160356635854,13,0.21428571428571427
2024-04-06,SKU002,157,1,25,75.0,5,4,2024,6,1,0,97.0,98.0,142.0,136.0,92.28571428571429,89.35714285714286,8.59678788296838,13,0.21428571428571427
2024-04-07,SKU002,76,0,0,100.0,6,4,2024,7,1,0,157.0,106.0,66.0,68.0,100.71428571428571,90.42857142857143,26.1451989583445,0,0.21428571428571427
2024-04-08,SKU002,47,0,0,100.0,0,4,2024,8,0,0,76.0,88.0,91.0,75.0,96.42857142857143,91.14285714285714,27.55513952578909,1,0.21428571428571427
2024-04-09,SKU002,61,0,0,100.0,1,4,2024,9,0,0,47.0,81.0,84.0,63.0,90.57142857142857,88.0,33.38591091492095,2,0.21428571428571427
2024-04-10,SKU002,97,0,0,100.0,2,4,2024,10,0,0,61.0,91.0,85.0,79.0,87.71428571428571,86.35714285714286,35.150695989857994,3,0.21428571428571427
2024-04-11,SKU002,74,0,0,100.0,3,4,2024,11,0,0,97.0,85.0,83.0,87.0,88.57142857142857,87.21428571428571,35.31693240197547,4,0.21428571428571427
2024-04-12,SKU002,62,0,0,100.0,4,4,2024,12,0,0,74.0,97.0,54.0,88.0,87.0,86.57142857142857,35.74446344074362,5,0.21428571428571427
2024-04-13,SKU002,117,0,0,100.0,5,4,2024,13,1,0,62.0,157.0,98.0,72.0,82.0,87.14285714285714,36.551333764994006,6,0.21428571428571427
2024-04-14,SKU002,109,0,0,100.0,6,4,2024,14,1,0,117.0,76.0,106.0,119.0,76.28571428571429,88.5,23.76071187004757,7,0.21428571428571427
2024-04-15,SKU002,95,0,0,100.0,0,4,2024,15,0,0,109.0,47.0,88.0,67.0,81.0,88.71428571428571,26.776855677991595,8,0.21428571428571427
2024-04-16,SKU002,81,0,0,100.0,1,4,2024,16,0,0,95.0,61.0,81.0,62.0,87.85714285714286,89.21428571428571,22.408544288794122,9,0.21428571428571427
2024-04-17,SKU002,79,0,0,100.0,2,4,2024,17,0,0,81.0,97.0,91.0,66.0,90.71428571428571,89.21428571428571,19.49969474730529,10,0.21428571428571427
2024-04-18,SKU002,75,1,20,80.0,3,4,2024,18,0,0,79.0,74.0,85.0,96.0,88.14285714285714,88.35714285714286,19.718253568952658,10,0.21428571428571427
2024-04-19,SKU002,65,1,10,90.0,4,4,2024,19,0,0,75.0,62.0,97.0,87.0,88.28571428571429,87.64285714285714,19.60199212422262,10,0.21428571428571427
2024-04-20,SKU002,97,1,20,80.0,5,4,2024,20,1,0,65.0,117.0,157.0,142.0,88.71428571428571,85.35714285714286,18.95357737309993,10,0.21428571428571427
2024-04-21,SKU002,82,0,0,100.0,6,4,2024,21,1,0,97.0,109.0,76.0,66.0,85.85714285714286,81.07142857142857,15.093360255738755,11,0.21428571428571427
2024-04-22,SKU002,84,0,0,100.0,0,4,2024,22,0,0,82.0,95.0,47.0,91.0,82.0,81.5,11.12055154507443,12,0.21428571428571427
2024-04-23,SKU002,66,0,0,100.0,1,4,2024,23,0,0,84.0,81.0,61.0,84.0,80.42857142857143,84.14285714285714,9.658452996505446,13,0.21428571428571427
2024-04-24,SKU002,73,0,0,100.0,2,4,2024,24,0,0,66.0,79.0,97.0,85.0,78.28571428571429,84.5,11.071198154283913,0,0.21428571428571427
2024-04-25,SKU002,57,0,0,100.0,3,4,2024,25,0,0,73.0,75.0,74.0,83.0,77.42857142857143,82.78571428571429,11.237691679597964,1,0.21428571428571427
2024-04-26,SKU002,68,0,0,100.0,4,4,2024,26,0,0,57.0,65.0,62.0,54.0,74.85714285714286,81.57142857142857,13.680016708427239,2,0.21428571428571427
2024-04-27,SKU002,80,0,0,100.0,5,4,2024,27,1,0,68.0,97.0,117.0,98.0,75.28571428571429,82.0,13.363062095620892,3,0.21428571428571427
2024-04-28,SKU002,68,0,0,100.0,6,4,2024,28,1,0,80.0,82.0,109.0,106.0,72.85714285714286,79.35714285714286,9.83918308649226,4,0.21428571428571427
2024-04-29,SKU002,75,0,0,100.0,0,4,2024,29,0,0,68.0,84.0,95.0,88.0,70.85714285714286,76.42857142857143,9.063269671749204,5,0.21428571428571427
2024-04-30,SKU002,88,0,0,100.0,1,4,2024,30,0,0,75.0,66.0,81.0,81.0,69.57142857142857,75.0,7.367883976129523,6,0.21428571428571427
2024-05-01,SKU002,92,0,0,100.0,2,5,2024,1,0,1,88.0,73.0,79.0,91.0,72.71428571428571,75.5,9.860937847795556,7,0.21428571428571427
2024-05-02,SKU002,128,1,20,80.0,3,5,2024,2,0,0,92.0,57.0,75.0,85.0,75.42857142857143,76.42857142857143,12.272695205986293,7,0.21428571428571427
2024-05-03,SKU002,94,1,15,85.0,4,5,2024,3,0,0,128.0,68.0,65.0,97.0,85.57142857142857,80.21428571428571,20.8475189799419,7,0.21428571428571427
2024-05-04,SKU002,141,1,10,90.0,5,5,2024,4,1,0,94.0,80.0,97.0,157.0,89.28571428571429,82.28571428571429,19.465476154072157,7,0.21428571428571427
2024-05-05,SKU002,68,0,0,100.0,6,5,2024,5,1,0,141.0,68.0,82.0,76.0,98.0,85.42857142857143,26.863854277944846,8,0.21428571428571427
2024-05-06,SKU002,87,0,0,100.0,0,5,2024,6,0,0,68.0,75.0,84.0,47.0,98.0,84.42857142857143,26.863854277944846,9,0.21428571428571427
2024-05-07,SKU002,78,0,0,100.0,1,5,2024,7,0,0,87.0,88.0,66.0,61.0,99.71428571428571,84.64285714285714,25.49976657222736,10,0.21428571428571427
2024-05-08,SKU002,94,0,0,100.0,2,5,2024,8,0,0,78.0,92.0,73.0,97.0,98.28571428571429,85.5,26.524920896609995,11,0.21428571428571427
2024-05-09,SKU002,49,0,0,100.0,3,5,2024,9,0,0,94.0,128.0,57.0,74.0,98.57142857142857,87.0,26.456613179928567,12,0.21428571428571427
2024-05-10,SKU002,59,0,0,100.0,4,5,2024,10,0,0,49.0,94.0,68.0,62.0,87.28571428571429,86.42857142857143,28.575713964333744,13,0.21428571428571427
2024-05-11,SKU002,103,0,0,100.0,5,5,2024,11,1,0,59.0,141.0,80.0,117.0,82.28571428571429,85.78571428571429,30.21982950378916,0,0.21428571428571427
2024-05-12,SKU002,54,0,0,100.0,6,5,2024,12,1,0,103.0,68.0,68.0,109.0,76.85714285714286,87.42857142857143,19.38580727773581,1,0.21428571428571427
2024-05-13,SKU002,89,0,0,100.0,0,5,2024,13,0,0,54.0,87.0,75.0,95.0,74.85714285714286,86.42857142857143,21.098408877042086,2,0.21428571428571427
2024-05-14,SKU002,84,0,0,100.0,1,5,2024,14,0,0,89.0,78.0,88.0,81.0,75.14285714285714,87.42857142857143,21.30280553846171,3,0.21428571428571427
2024-05-15,SKU002,91,0,0,100.0,2,5,2024,15,0,0,84.0,94.0,92.0,79.0,76.0,87.14285714285714,21.55612828563278,4,0.21428571428571427
2024-05-16,SKU002,127,1,15,85.0,3,5,2024,16,0,0,91.0,49.0,128.0,75.0,75.57142857142857,87.07142857142857,21.164885564358055,4,0.21428571428571427
2024-05-17,SKU002,105,1,25,75.0,4,5,2024,17,0,0,127.0,59.0,94.0,65.0,86.71428571428571,87.0,25.024749653854382,4,0.21428571428571427
2024-05-18,SKU002,72,1,10,90.0,5,5,2024,18,1,0,105.0,103.0,141.0,97.0,93.28571428571429,87.78571428571429,22.44039724629262,4,0.21428571428571427
2024-05-19,SKU002,72,0,0,100.0,6,5,2024,19,1,0,72.0,54.0,68.0,82.0,88.85714285714286,82.85714285714286,23.248143807112427,5,0.21428571428571427
2024-05-20,SKU002,64,0,0,100.0,0,5,2024,20,0,0,72.0,89.0,87.0,84.0,91.42857142857143,83.14285714285714,19.432422587496305,6,0.21428571428571427
2024-05-21,SKU002,92,0,0,100.0,1,5,2024,21,0,0,64.0,84.0,78.0,66.0,87.85714285714286,81.5,22.07131299091304,7,0.21428571428571427
2024-05-22,SKU002,73,0,0,100.0,2,5,2024,22,0,0,92.0,91.0,94.0,73.0,89.0,82.5,22.04540768504836,8,0.21428571428571427
2024-05-23,SKU002,68,0,0,100.0,3,5,2024,23,0,0,73.0,127.0,49.0,57.0,86.42857142857143,81.0,22.809772341821034,9,0.21428571428571427
2024-05-24,SKU002,48,0,0,100.0,4,5,2024,24,0,0,68.0,105.0,59.0,68.0,78.0,82.35714285714286,14.821156050276832,10,0.21428571428571427
2024-05-25,SKU002,109,0,0,100.0,5,5,2024,25,1,0,48.0,72.0,103.0,80.0,69.85714285714286,81.57142857142857,13.069411762184098,11,0.21428571428571427
2024-05-26,SKU002,78,0,0,100.0,6,5,2024,26,1,0,109.0,72.0,54.0,68.0,75.14285714285714,82.0,19.8194228929481,12,0.21428571428571427
2024-05-27,SKU002,88,0,0,100.0,0,5,2024,27,0,0,78.0,64.0,89.0,75.0,76.0,83.71428571428571,19.790570145062976,13,0.21428571428571427
2024-05-28,SKU002,68,0,0,100.0,1,5,2024,28,0,0,88.0,92.0,84.0,88.0,79.42857142857143,83.64285714285714,19.44099742689072,0,0.21428571428571427
2024-05-29,SKU002,76,0,0,100.0,2,5,2024,29,0,0,68.0,73.0,91.0,92.0,76.0,82.5,18.964879822099004,1,0.21428571428571427
2024-05-30,SKU002,107,1,10,90.0,3,5,2024,30,0,0,76.0,68.0,127.0,128.0,76.42857142857143,81.42857142857143,18.919629514141448,1,0.21428571428571427
2024-05-31,SKU002,100,1,10,90.0,4,5,2024,31,0,0,107.0,48.0,105.0,94.0,82.0,80.0,21.579311079519126,1,0.21428571428571427
2024-06-01,SKU002,94,1,10,90.0,5,6,2024,1,1,0,100.0,109.0,72.0,141.0,89.42857142857143,79.64285714285714,16.20552521885782,1,0.21428571428571427
2024-06-02,SKU002,83,0,0,100.0,6,6,2024,2,1,0,94.0,78.0,72.0,68.0,87.28571428571429,81.21428571428571,14.032275720807062,2,0.21428571428571427
2024-06-03,SKU002,78,0,0,100.0,0,6,2024,3,0,0,83.0,88.0,64.0,87.0,88.0,82.0,13.601470508735053,3,0.21428571428571427
2024-06-04,SKU002,32,0,0,100.0,1,6,2024,4,0,0,78.0,68.0,92.0,78.0,86.57142857142857,83.0,14.116859221714435,4,0.21428571428571427
2024-06-05,SKU002,54,0,0,100.0,2,6,2024,5,0,0,32.0,76.0,73.0,94.0,81.42857142857143,78.71428571428571,24.64316769990629,5,0.21428571428571427
2024-06-06,SKU002,50,0,0,100.0,3,6,2024,6,0,0,54.0,107.0,68.0,49.0,78.28571428571429,77.35714285714286,26.76262496912599,6,0.21428571428571427
2024-06-07,SKU002,40,0,0,100.0,4,6,2024,7,0,0,50.0,100.0,48.0,59.0,70.14285714285714,76.07142857142857,25.195426644720975,7,0.21428571428571427
2024-06-08,SKU002,57,0,0,100.0,5,6,2024,8,1,0,40.0,94.0,109.0,103.0,61.57142857142857,75.5,23.493666826452912,8,0.21428571428571427
2024-06-09,SKU002,54,0,0,100.0,6,6,2024,9,1,0,57.0,83.0,78.0,54.0,56.285714285714285,71.78571428571429,18.64326764736865,9,0.21428571428571427
2024-06-10,SKU002,49,0,0,100.0,0,6,2024,10,0,0,54.0,78.0,88.0,89.0,52.142857142857146,70.07142857142857,14.473292316407663,10,0.21428571428571427
2024-06-11,SKU002,80,0,0,100.0,1,6,2024,11,0,0,49.0,32.0,68.0,84.0,48.0,67.28571428571429,8.925618559330319,11,0.21428571428571427
2024-06-12,SKU002,58,0,0,100.0,2,6,2024,12,0,0,80.0,54.0,76.0,91.0,54.857142857142854,68.14285714285714,12.361614935335838,12,0.21428571428571427
2024-06-13,SKU002,60,1,15,85.0,3,6,2024,13,0,0,58.0,50.0,107.0,127.0,55.42857142857143,66.85714285714286,12.407754871546064,12,0.21428571428571427
2024-06-14,SKU002,104,1,15,85.0,4,6,2024,14,0,0,60.0,40.0,100.0,105.0,56.857142857142854,63.5,12.25327944441206,12,0.21428571428571427
2024-06-15,SKU002,91,1,25,75.0,5,6,2024,15,1,0,104.0,57.0,94.0,72.0,66.0,63.785714285714285,19.382122346808657,12,0.21428571428571427
2024-06-16,SKU002,60,0,0,100.0,6,6,2024,16,1,0,91.0,54.0,83.0,72.0,70.85714285714286,63.57142857142857,20.947780880310827,13,0.21428571428571427
2024-06-17,SKU002,69,0,0,100.0,0,6,2024,17,0,0,60.0,49.0,78.0,64.0,71.71428571428571,61.92857142857143,20.25433522083821,0,0.21428571428571427
2024-06-18,SKU002,61,0,0,100.0,1,6,2024,18,0,0,69.0,80.0,32.0,92.0,74.57142857142857,61.285714285714285,17.775049393809642,1,0.21428571428571427
2024-06-19,SKU002,76,0,0,100.0,2,6,2024,19,0,0,61.0,58.0,54.0,73.0,71.85714285714286,63.357142857142854,18.252201432781995,2,0.21428571428571427
2024-06-20,SKU002,67,0,0,100.0,3,6,2024,20,0,0,76.0,60.0,50.0,68.0,74.42857142857143,64.92857142857143,17.212951934102005,3,0.21428571428571427
2024-06-21,SKU002,56,0,0,100.0,4,6,2024,21,0,0,67.0,104.0,40.0,48.0,75.42857142857143,66.14285714285714,16.420080621575497,4,0.21428571428571427
2024-06-22,SKU002,94,0,0,100.0,5,6,2024,22,1,0,56.0,91.0,57.0,109.0,68.57142857142857,67.28571428571429,11.900380145988606,5,0.21428571428571427
2024-06-23,SKU002,64,0,0,100.0,6,6,2024,23,1,0,94.0,60.0,54.0,78.0,69.0,69.92857142857143,12.858201014656968,6,0.21428571428571427
2024-06-24,SKU002,81,0,0,100.0,0,6,2024,24,0,0,64.0,69.0,49.0,88.0,69.57142857142857,70.64285714285714,12.474736374731119,7,0.21428571428571427
2024-06-25,SKU002,64,0,0,100.0,1,6,2024,25,0,0,81.0,61.0,80.0,68.0,71.28571428571429,72.92857142857143,13.187295473475741,8,0.21428571428571427
2024-06-26,SKU002,43,0,0,100.0,2,6,2024,26,0,0,64.0,76.0,58.0,76.0,71.71428571428571,71.78571428571429,12.841524905740506,9,0.21428571428571427
2024-06-27,SKU002,61,1,15,85.0,3,6,2024,27,0,0,43.0,67.0,60.0,107.0,67.0,70.71428571428571,16.532795690182763,9,0.21428571428571427
2024-06-28,SKU002,55,1,25,75.0,4,6,2024,28,0,0,61.0,56.0,104.0,100.0,66.14285714285714,70.78571428571429,16.68760589408148,9,0.21428571428571427
2024-06-29,SKU002,85,1,25,75.0,5,6,2024,29,1,0,55.0,94.0,91.0,94.0,66.0,67.28571428571429,16.79285562374644,9,0.21428571428571427
2024-06-30,SKU002,92,0,0,100.0,6,6,2024,30,1,0,85.0,64.0,60.0,83.0,64.71428571428571,66.85714285714286,14.476582074903636,10,0.21428571428571427
2024-07-01,SKU002,36,0,0,100.0,0,7,2024,1,0,0,92.0,81.0,69.0,78.0,68.71428571428571,69.14285714285714,17.745556117088977,11,0.21428571428571427
2024-07-02,SKU002,61,0,0,100.0,1,7,2024,2,0,0,36.0,64.0,61.0,32.0,62.285714285714285,66.78571428571429,20.491577828580084,12,0.21428571428571427
2024-07-03,SKU002,56,0,0,100.0,2,7,2024,3,0,0,61.0,43.0,76.0,54.0,61.857142857142854,66.78571428571429,20.48111790103713,13,0.21428571428571427
2024-07-04,SKU002,64,0,0,100.0,3,7,2024,4,0,0,56.0,61.0,67.0,50.0,63.714285714285715,65.35714285714286,19.02379462422665,0,0.21428571428571427
2024-07-05,SKU002,44,0,0,100.0,4,7,2024,5,0,0,64.0,55.0,56.0,40.0,64.14285714285714,65.14285714285714,18.986210534916736,1,0.21428571428571427
2024-07-06,SKU002,80,0,0,100.0,5,7,2024,6,1,0,44.0,85.0,94.0,57.0,62.57142857142857,64.28571428571429,20.28018033168609,2,0.21428571428571427
2024-07-07,SKU002,68,0,0,100.0,6,7,2024,7,1,0,80.0,92.0,64.0,54.0,61.857142857142854,63.285714285714285,19.428746497810497,3,0.21428571428571427
2024-07-08,SKU002,46,0,0,100.0,0,7,2024,8,0,0,68.0,36.0,81.0,49.0,58.42857142857143,63.57142857142857,14.785771796529298,4,0.21428571428571427
2024-07-09,SKU002,64,0,0,100.0,1,7,2024,9,0,0,46.0,61.0,64.0,80.0,59.857142857142854,61.07142857142857,12.575486358103632,5,0.21428571428571427
2024-07-10,SKU002,44,0,0,100.0,2,7,2024,10,0,0,64.0,56.0,43.0,58.0,60.285714285714285,61.07142857142857,12.67167820659213,6,0.21428571428571427
2024-07-11,SKU002,112,1,25,75.0,3,7,2024,11,0,0,44.0,64.0,61.0,60.0,58.57142857142857,61.142857142857146,14.081396034687323,6,0.21428571428571427
2024-07-12,SKU002,82,1,10,90.0,4,7,2024,12,0,0,112.0,44.0,55.0,104.0,65.42857142857143,64.78571428571429,24.784787961281957,6,0.21428571428571427
2024-07-13,SKU002,112,1,20,80.0,5,7,2024,13,1,0,82.0,80.0,85.0,91.0,70.85714285714286,66.71428571428571,23.433797326571916,6,0.21428571428571427
2024-07-14,SKU002,49,0,0,100.0,6,7,2024,14,1,0,112.0,68.0,92.0,60.0,75.42857142857143,68.64285714285714,28.159410166982763,7,0.21428571428571427
2024-07-15,SKU002,61,0,0,100.0,0,7,2024,15,0,0,49.0,46.0,36.0,69.0,72.71428571428571,65.57142857142857,29.85919336772881,8,0.21428571428571427
2024-07-16,SKU002,62,0,0,100.0,1,7,2024,16,0,0,61.0,64.0,61.0,61.0,74.85714285714286,67.35714285714286,28.109479844757864,9,0.21428571428571427
2024-07-17,SKU002,55,0,0,100.0,2,7,2024,17,0,0,62.0,44.0,56.0,76.0,74.57142857142857,67.42857142857143,28.24805092307029,10,0.21428571428571427
2024-07-18,SKU002,69,0,0,100.0,3,7,2024,18,0,0,55.0,112.0,64.0,67.0,76.14285714285714,67.35714285714286,26.516841009872355,11,0.21428571428571427
2024-07-19,SKU002,54,0,0,100.0,4,7,2024,19,0,0,69.0,82.0,44.0,56.0,70.0,67.71428571428571,21.2916258968949,12,0.21428571428571427
2024-07-20,SKU002,92,0,0,100.0,5,7,2024,20,1,0,54.0,112.0,80.0,94.0,66.0,68.42857142857143,21.291625896894914,13,0.21428571428571427
2024-07-21,SKU002,96,0,0,100.0,6,7,2024,21,1,0,92.0,49.0,68.0,64.0,63.142857142857146,69.28571428571429,14.276187299468901,0,0.21428571428571427
2024-07-22,SKU002,76,0,0,100.0,0,7,2024,22,0,0,96.0,61.0,46.0,81.0,69.85714285714286,71.28571428571429,17.25715862503199,1,0.21428571428571427
2024-07-23,SKU002,46,0,0,100.0,1,7,2024,23,0,0,76.0,62.0,64.0,64.0,72.0,73.42857142857143,16.901676445449382,2,0.21428571428571427
2024-07-24,SKU002,46,0,0,100.0,2,7,2024,24,0,0,46.0,55.0,44.0,43.0,69.71428571428571,72.14285714285714,19.37966533693038,3,0.21428571428571427
2024-07-25,SKU002,56,1,10,90.0,3,7,2024,25,0,0,46.0,69.0,112.0,61.0,68.42857142857143,72.28571428571429,20.767419538443065,3,0.21428571428571427
2024-07-26,SKU002,81,1,20,80.0,4,7,2024,26,0,0,56.0,54.0,82.0,55.0,66.57142857142857,68.28571428571429,21.28267795537897,3,0.21428571428571427
2024-07-27,SKU002,104,1,10,90.0,5,7,2024,27,1,0,81.0,92.0,112.0,85.0,70.42857142857143,68.21428571428571,21.070177525411907,3,0.21428571428571427
2024-07-28,SKU002,79,0,0,100.0,6,7,2024,28,1,0,104.0,96.0,49.0,92.0,72.14285714285714,67.64285714285714,23.469331558642985,4,0.21428571428571427
2024-07-29,SKU002,55,0,0,100.0,0,7,2024,29,0,0,79.0,76.0,61.0,36.0,69.71428571428571,69.78571428571429,21.375330685272544,5,0.21428571428571427
2024-07-30,SKU002,63,0,0,100.0,1,7,2024,30,0,0,55.0,46.0,62.0,61.0,66.71428571428571,69.35714285714286,21.81524150461678,6,0.21428571428571427
